STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,1,S_W_ID,=,1,S_QUANTITY,<,10#143#371
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,1,S_W_ID,=,1,S_QUANTITY,<,10#143#371
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,1,S_W_ID,=,1,S_QUANTITY,<,10#143#371
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,1,S_W_ID,=,1,S_QUANTITY,<,10#143#371
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,2,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,2,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,2,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,2,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,3,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,3,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,3,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,3,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,4,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,4,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,4,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,4,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,5,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,5,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,5,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,5,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,6,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,6,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,6,S_W_ID,=,1,S_QUANTITY,<,10#143#123
STOCK,ORDER_LINE#S_I_ID=OL_I_ID,S_W_ID=OL_W_ID#OL_D_ID,=,6,S_W_ID,=,1,S_QUANTITY,<,10#143#123
