tables#joins#predicates#db2#actual
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2002#126.928#265.964
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2002#129.74#287.028
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2002#126.928#258.644
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2002#129.42#269.756
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2001#129.008#261.952
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2002#129.156#266.488
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2002#129.564#263.096
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,1999#129.008#262.732
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,1999#126.928#274.868
web_sales,date_dim,catalog_sales,date_dim,customer c,customer_address ca,customer_demographics,store_sales,date_dim#cd_demo_sk=c.c_current_cdemo_sk,c.c_customer_sk=cs_ship_customer_sk,cs_sold_date_sk=d_date_sk,ws_sold_date_sk=d_date_sk,c.c_current_addr_sk=ca.ca_address_sk,ss_sold_date_sk=d_date_sk,c.c_customer_sk=ss_customer_sk,c.c_customer_sk=ws_bill_customer_sk#d_year,=,2000#129.156#259.876
